,condition,elevation,humidity,latitude,location,longitude,pressure,temperature,time
324,Sunny,27.07,0.5,-33.87,Sydney,151.21,1017.9,24.77,1459472400
325,Sunny,27.07,0.51,-33.87,Sydney,151.21,1016.62,25.21,1459476000
326,Sunny,27.07,0.43,-33.87,Sydney,151.21,1015.76,26.91,1459479600
327,Sunny,27.07,0.51,-33.87,Sydney,151.21,1015.07,26.09,1459483200
328,Sunny,27.07,0.5,-33.87,Sydney,151.21,1014.52,25.78,1459486800
329,Sunny,27.07,0.48,-33.87,Sydney,151.21,1014.32,26.91,1459490400
330,Rain,27.07,0.61,-33.87,Sydney,151.21,1014.43,24.28,1459494000
331,Sunny,27.07,0.69,-33.87,Sydney,151.21,1014.81,23.13,1459497600
332,Sunny,27.07,0.66,-33.87,Sydney,151.21,1015.44,23.02,1459501200
333,Rain,27.07,0.74,-33.87,Sydney,151.21,1015.41,22.26,1459504800
334,Sunny,27.07,0.76,-33.87,Sydney,151.21,1015.79,21.34,1459508400
335,Sunny,27.07,0.73,-33.87,Sydney,151.21,1016.06,20.26,1459512000
336,Rain,27.07,0.75,-33.87,Sydney,151.21,1023.68,18.14,1460037600
337,Rain,27.07,0.77,-33.87,Sydney,151.21,1023.24,17.85,1460041200
338,Sunny,27.07,0.79,-33.87,Sydney,151.21,1022.74,17.58,1460044800
339,Rain,27.07,0.77,-33.87,Sydney,151.21,1022.14,17.55,1460048400
340,Sunny,27.07,0.79,-33.87,Sydney,151.21,1021.48,17.42,1460052000
341,Sunny,27.07,0.77,-33.87,Sydney,151.21,1022.32,17.56,1460055600
342,Rain,27.07,0.76,-33.87,Sydney,151.21,1022.58,17.73,1460059200
343,Sunny,27.07,0.7,-33.87,Sydney,151.21,1022.42,18.71,1460062800
344,Sunny,27.07,0.73,-33.87,Sydney,151.21,1023.24,18.33,1460066400
345,Rain,27.07,0.71,-33.87,Sydney,151.21,1023.42,18.73,1460070000
346,Sunny,27.07,0.68,-33.87,Sydney,151.21,1022.84,20.26,1460073600
347,Sunny,27.07,0.72,-33.87,Sydney,151.21,1022.5,19.73,1460077200
348,Rain,27.07,0.71,-33.87,Sydney,151.21,1021.65,20.05,1460080800
349,Sunny,27.07,0.59,-33.87,Sydney,151.21,1020.84,22.5,1460084400
350,Sunny,27.07,0.69,-33.87,Sydney,151.21,1021.17,20.91,1460088000
351,Rain,27.07,0.72,-33.87,Sydney,151.21,1021.09,20.51,1460091600
352,Sunny,27.07,0.75,-33.87,Sydney,151.21,1020.38,21.39,1460095200
353,Sunny,27.07,0.79,-33.87,Sydney,151.21,1019.52,20.08,1460098800
354,Rain,27.07,0.8,-33.87,Sydney,151.21,1020.72,19.86,1460102400
355,Sunny,27.07,0.79,-33.87,Sydney,151.21,1020.74,20.46,1460106000
356,Sunny,27.07,0.87,-33.87,Sydney,151.21,1021.67,18.61,1460109600
357,Rain,27.07,0.88,-33.87,Sydney,151.21,1021.77,18.63,1460113200
358,Sunny,27.07,0.82,-33.87,Sydney,151.21,1021.34,19.38,1460116800
359,Sunny,27.07,0.89,-33.87,Sydney,151.21,1021.32,17.98,1460120400
360,Rain,27.07,0.85,-33.87,Sydney,151.21,1027.74,18.28,1460642400
361,Sunny,27.07,0.85,-33.87,Sydney,151.21,1027.26,17.3,1460646000
362,Sunny,27.07,0.89,-33.87,Sydney,151.21,1026.93,16.88,1460649600
363,Sunny,27.07,0.91,-33.87,Sydney,151.21,1026.27,16.68,1460653200
364,Sunny,27.07,0.9,-33.87,Sydney,151.21,1025.98,16.07,1460656800
365,Sunny,27.07,0.92,-33.87,Sydney,151.21,1026.24,15.87,1460660400
366,Rain,27.07,0.92,-33.87,Sydney,151.21,1026.46,15.9,1460664000
367,Sunny,27.07,0.78,-33.87,Sydney,151.21,1026.56,18.65,1460667600
368,Sunny,27.07,0.78,-33.87,Sydney,151.21,1026.62,19.66,1460671200
369,Rain,27.07,0.69,-33.87,Sydney,151.21,1026.38,21.17,1460674800
370,Sunny,27.07,0.47,-33.87,Sydney,151.21,1025.76,24.37,1460678400
371,Sunny,27.07,0.49,-33.87,Sydney,151.21,1025.0,24.3,1460682000
372,Rain,27.07,0.46,-33.87,Sydney,151.21,1023.98,25.06,1460685600
373,Sunny,27.07,0.38,-33.87,Sydney,151.21,1022.62,26.49,1460689200
374,Sunny,27.07,0.48,-33.87,Sydney,151.21,1021.9,25.01,1460692800
375,Rain,27.07,0.48,-33.87,Sydney,151.21,1021.55,25.16,1460696400
376,Sunny,27.07,0.47,-33.87,Sydney,151.21,1020.76,24.84,1460700000
377,Sunny,27.07,0.62,-33.87,Sydney,151.21,1021.26,22.58,1460703600
378,Rain,27.07,0.65,-33.87,Sydney,151.21,1021.51,22.03,1460707200
379,Sunny,27.07,0.59,-33.87,Sydney,151.21,1021.74,22.38,1460710800
380,Sunny,27.07,0.68,-33.87,Sydney,151.21,1022.12,21.03,1460714400
381,Rain,27.07,0.69,-33.87,Sydney,151.21,1022.27,20.55,1460718000
382,Sunny,27.07,0.67,-33.87,Sydney,151.21,1022.28,19.98,1460721600
383,Sunny,27.07,0.76,-33.87,Sydney,151.21,1022.09,18.99,1460725200
384,Rain,27.07,0.85,-33.87,Sydney,151.21,1019.43,18.87,1461247200
385,Sunny,27.07,0.86,-33.87,Sydney,151.21,1019.42,17.86,1461250800
386,Sunny,27.07,0.9,-33.87,Sydney,151.21,1019.03,17.92,1461254400
387,Sunny,27.07,0.93,-33.87,Sydney,151.21,1018.45,17.26,1461258000
388,Sunny,27.07,0.93,-33.87,Sydney,151.21,1018.36,16.25,1461261600
389,Sunny,27.07,0.93,-33.87,Sydney,151.21,1018.27,16.63,1461265200
390,Rain,27.07,0.92,-33.87,Sydney,151.21,1018.54,16.39,1461268800
391,Sunny,27.07,0.75,-33.87,Sydney,151.21,1019.02,18.06,1461272400
392,Sunny,27.07,0.78,-33.87,Sydney,151.21,1019.76,18.77,1461276000
393,Rain,27.07,0.7,-33.87,Sydney,151.21,1020.12,20.91,1461279600
394,Rain,27.07,0.71,-33.87,Sydney,151.21,1020.16,22.89,1461283200
395,Sunny,27.07,0.66,-33.87,Sydney,151.21,1020.27,23.68,1461286800
396,Rain,27.07,0.61,-33.87,Sydney,151.21,1019.71,24.13,1461290400
397,Sunny,27.07,0.63,-33.87,Sydney,151.21,1018.72,23.71,1461294000
398,Sunny,27.07,0.62,-33.87,Sydney,151.21,1018.8,23.11,1461297600
399,Rain,27.07,0.67,-33.87,Sydney,151.21,1018.98,21.76,1461301200
400,Sunny,27.07,0.73,-33.87,Sydney,151.21,1018.52,21.05,1461304800
401,Sunny,27.07,0.78,-33.87,Sydney,151.21,1019.46,19.98,1461308400
402,Rain,27.07,0.79,-33.87,Sydney,151.21,1019.93,19.44,1461312000
403,Sunny,27.07,0.75,-33.87,Sydney,151.21,1020.06,19.78,1461315600
404,Sunny,27.07,0.79,-33.87,Sydney,151.21,1021.02,19.04,1461319200
405,Rain,27.07,0.81,-33.87,Sydney,151.21,1021.34,18.13,1461322800
406,Sunny,27.07,0.85,-33.87,Sydney,151.21,1021.0,17.18,1461326400
407,Sunny,27.07,0.85,-33.87,Sydney,151.21,1021.31,16.74,1461330000
408,Sunny,27.07,0.85,-33.87,Sydney,151.21,1022.61,17.47,1461852000
409,Sunny,27.07,0.88,-33.87,Sydney,151.21,1022.62,16.55,1461855600
410,Sunny,27.07,0.9,-33.87,Sydney,151.21,1022.18,17.24,1461859200
411,Sunny,27.07,0.88,-33.87,Sydney,151.21,1021.91,16.86,1461862800
412,Sunny,27.07,0.86,-33.87,Sydney,151.21,1021.8,15.68,1461866400
413,Sunny,27.07,0.9,-33.87,Sydney,151.21,1021.86,15.53,1461870000
414,Rain,27.07,0.91,-33.87,Sydney,151.21,1022.26,14.84,1461873600
415,Sunny,27.07,0.85,-33.87,Sydney,151.21,1022.5,16.29,1461877200
416,Sunny,27.07,0.84,-33.87,Sydney,151.21,1023.07,17.76,1461880800
417,Sunny,27.07,0.76,-33.87,Sydney,151.21,1022.89,19.1,1461884400
418,Sunny,27.07,0.56,-33.87,Sydney,151.21,1022.36,23.47,1461888000
419,Sunny,27.07,0.6,-33.87,Sydney,151.21,1021.16,22.83,1461891600
420,Sunny,27.07,0.59,-33.87,Sydney,151.21,1020.57,23.66,1461895200
421,Sunny,27.07,0.45,-33.87,Sydney,151.21,1019.14,25.87,1461898800
422,Sunny,27.07,0.58,-33.87,Sydney,151.21,1018.63,24.01,1461902400
423,Rain,27.07,0.6,-33.87,Sydney,151.21,1018.42,23.97,1461906000
424,Sunny,27.07,0.62,-33.87,Sydney,151.21,1018.06,23.29,1461909600
425,Sunny,27.07,0.68,-33.87,Sydney,151.21,1018.19,22.67,1461913200
426,Rain,27.07,0.68,-33.87,Sydney,151.21,1018.64,22.25,1461916800
427,Sunny,27.07,0.67,-33.87,Sydney,151.21,1018.76,21.55,1461920400
428,Sunny,27.07,0.72,-33.87,Sydney,151.21,1018.92,21.06,1461924000
429,Rain,27.07,0.76,-33.87,Sydney,151.21,1019.23,20.37,1461927600
430,Sunny,27.07,0.81,-33.87,Sydney,151.21,1019.34,18.69,1461931200
431,Sunny,27.07,0.8,-33.87,Sydney,151.21,1018.81,19.63,1461934800
432,Sunny,27.07,0.87,-33.87,Sydney,151.21,1017.84,14.82,1462456800
433,Sunny,27.07,0.88,-33.87,Sydney,151.21,1017.68,13.26,1462460400
434,Sunny,27.07,0.9,-33.87,Sydney,151.21,1017.4,13.51,1462464000
435,Sunny,27.07,0.92,-33.87,Sydney,151.21,1017.3,12.92,1462467600
436,Sunny,27.07,0.85,-33.87,Sydney,151.21,1017.5,13.14,1462471200
437,Sunny,27.07,0.89,-33.87,Sydney,151.21,1017.52,12.62,1462474800
438,Rain,27.07,0.9,-33.87,Sydney,151.21,1017.82,12.41,1462478400
439,Sunny,27.07,0.72,-33.87,Sydney,151.21,1018.8,13.65,1462482000
440,Sunny,27.07,0.79,-33.87,Sydney,151.21,1019.59,14.92,1462485600
441,Sunny,27.07,0.65,-33.87,Sydney,151.21,1019.69,17.35,1462489200
442,Sunny,27.07,0.44,-33.87,Sydney,151.21,1019.74,21.87,1462492800
443,Sunny,27.07,0.46,-33.87,Sydney,151.21,1018.95,22.1,1462496400
444,Sunny,27.07,0.4,-33.87,Sydney,151.21,1018.2,24.22,1462500000
445,Sunny,27.07,0.35,-33.87,Sydney,151.21,1017.6,24.01,1462503600
446,Sunny,27.07,0.38,-33.87,Sydney,151.21,1016.99,24.22,1462507200
447,Sunny,27.07,0.4,-33.87,Sydney,151.21,1017.17,23.61,1462510800
448,Sunny,27.07,0.47,-33.87,Sydney,151.21,1017.5,22.82,1462514400
449,Sunny,27.07,0.57,-33.87,Sydney,151.21,1017.79,20.68,1462518000
450,Sunny,27.07,0.63,-33.87,Sydney,151.21,1018.28,19.27,1462521600
451,Sunny,27.07,0.66,-33.87,Sydney,151.21,1018.86,17.86,1462525200
452,Sunny,27.07,0.74,-33.87,Sydney,151.21,1019.22,16.97,1462528800
453,Sunny,27.07,0.76,-33.87,Sydney,151.21,1019.56,16.04,1462532400
454,Sunny,27.07,0.8,-33.87,Sydney,151.21,1019.72,15.78,1462536000
455,Sunny,27.07,0.87,-33.87,Sydney,151.21,1019.72,14.34,1462539600
456,Sunny,27.07,0.66,-33.87,Sydney,151.21,1018.99,15.11,1463061600
457,Sunny,27.07,0.7,-33.87,Sydney,151.21,1019.7,13.87,1463065200
458,Sunny,27.07,0.68,-33.87,Sydney,151.21,1018.82,14.79,1463068800
459,Sunny,27.07,0.66,-33.87,Sydney,151.21,1018.64,14.98,1463072400
460,Sunny,27.07,0.74,-33.87,Sydney,151.21,1019.54,11.57,1463076000
461,Sunny,27.07,0.73,-33.87,Sydney,151.21,1019.43,13.24,1463079600
462,Sunny,27.07,0.75,-33.87,Sydney,151.21,1020.24,12.63,1463083200
463,Sunny,27.07,0.72,-33.87,Sydney,151.21,1021.6,13.56,1463086800
464,Sunny,27.07,0.66,-33.87,Sydney,151.21,1021.75,15.57,1463090400
465,Sunny,27.07,0.59,-33.87,Sydney,151.21,1021.95,18.01,1463094000
466,Sunny,27.07,0.43,-33.87,Sydney,151.21,1022.24,21.01,1463097600
467,Sunny,27.07,0.43,-33.87,Sydney,151.21,1021.61,21.12,1463101200
468,Sunny,27.07,0.39,-33.87,Sydney,151.21,1021.05,22.75,1463104800
469,Sunny,27.07,0.35,-33.87,Sydney,151.21,1020.42,24.19,1463108400
470,Sunny,27.07,0.34,-33.87,Sydney,151.21,1019.61,24.59,1463112000
471,Sunny,27.07,0.33,-33.87,Sydney,151.21,1019.69,24.97,1463115600
472,Sunny,27.07,0.43,-33.87,Sydney,151.21,1020.16,22.01,1463119200
473,Sunny,27.07,0.45,-33.87,Sydney,151.21,1020.37,21.57,1463122800
474,Sunny,27.07,0.59,-33.87,Sydney,151.21,1021.21,19.33,1463126400
475,Sunny,27.07,0.84,-33.87,Sydney,151.21,1022.02,16.47,1463130000
476,Sunny,27.07,0.74,-33.87,Sydney,151.21,1022.28,16.59,1463133600
477,Sunny,27.07,0.76,-33.87,Sydney,151.21,1022.6,15.62,1463137200
478,Sunny,27.07,0.65,-33.87,Sydney,151.21,1022.92,14.77,1463140800
479,Sunny,27.07,0.77,-33.87,Sydney,151.21,1022.64,14.27,1463144400
480,Sunny,27.07,0.62,-33.87,Sydney,151.21,1016.99,13.43,1463666400
481,Sunny,27.07,0.65,-33.87,Sydney,151.21,1017.46,11.93,1463670000
482,Sunny,27.07,0.68,-33.87,Sydney,151.21,1016.62,12.47,1463673600
483,Sunny,27.07,0.68,-33.87,Sydney,151.21,1016.46,12.12,1463677200
484,Sunny,27.07,0.72,-33.87,Sydney,151.21,1017.56,11.49,1463680800
485,Sunny,27.07,0.77,-33.87,Sydney,151.21,1017.69,11.38,1463684400
486,Sunny,27.07,0.77,-33.87,Sydney,151.21,1018.38,11.11,1463688000
487,Sunny,27.07,0.71,-33.87,Sydney,151.21,1019.6,11.99,1463691600
488,Sunny,27.07,0.67,-33.87,Sydney,151.21,1019.6,13.28,1463695200
489,Sunny,27.07,0.61,-33.87,Sydney,151.21,1019.6,15.1,1463698800
490,Sunny,27.07,0.54,-33.87,Sydney,151.21,1019.6,17.19,1463702400
491,Sunny,27.07,0.47,-33.87,Sydney,151.21,1019.6,19.26,1463706000
492,Sunny,27.07,0.41,-33.87,Sydney,151.21,1019.6,21.02,1463709600
493,Sunny,27.07,0.38,-33.87,Sydney,151.21,,22.2,1463713200
494,Sunny,27.07,0.5,-33.87,Sydney,151.21,,21.61,1463716800
495,Sunny,27.07,0.52,-33.87,Sydney,151.21,1019.31,21.48,1463720400
496,Sunny,27.07,0.57,-33.87,Sydney,151.21,1020.1,19.7,1463724000
497,Sunny,27.07,0.65,-33.87,Sydney,151.21,1020.49,18.53,1463727600
498,Sunny,27.07,0.68,-33.87,Sydney,151.21,1021.54,17.62,1463731200
499,Sunny,27.07,0.72,-33.87,Sydney,151.21,1022.48,16.07,1463734800
500,Sunny,27.07,0.77,-33.87,Sydney,151.21,1023.4,15.73,1463738400
501,Sunny,27.07,0.83,-33.87,Sydney,151.21,1023.78,14.93,1463742000
502,Sunny,27.07,0.8,-33.87,Sydney,151.21,1023.94,14.29,1463745600
503,Sunny,27.07,0.87,-33.87,Sydney,151.21,1024.38,13.72,1463749200
504,Rain,27.07,0.58,-33.87,Sydney,151.21,1002.09,14.96,1464271200
505,Sunny,27.07,0.55,-33.87,Sydney,151.21,1002.68,14.48,1464274800
506,Sunny,27.07,0.55,-33.87,Sydney,151.21,1002.27,13.94,1464278400
507,Rain,27.07,0.5,-33.87,Sydney,151.21,1001.73,13.86,1464282000
508,Rain,27.07,0.55,-33.87,Sydney,151.21,1002.26,13.27,1464285600
509,Sunny,27.07,0.56,-33.87,Sydney,151.21,1002.16,12.51,1464289200
510,Sunny,27.07,0.57,-33.87,Sydney,151.21,1002.82,12.02,1464292800
511,Rain,27.07,0.47,-33.87,Sydney,151.21,1003.94,13.27,1464296400
512,Sunny,27.07,0.48,-33.87,Sydney,151.21,1003.62,13.39,1464300000
513,Rain,27.07,0.41,-33.87,Sydney,151.21,1003.85,14.51,1464303600
514,Rain,27.07,0.33,-33.87,Sydney,151.21,1004.68,16.49,1464307200
515,Sunny,27.07,0.32,-33.87,Sydney,151.21,1003.18,16.96,1464310800
516,Rain,27.07,0.29,-33.87,Sydney,151.21,1002.37,17.32,1464314400
517,Rain,27.07,0.28,-33.87,Sydney,151.21,1002.4,17.4,1464318000
518,Sunny,27.07,0.3,-33.87,Sydney,151.21,1001.38,17.67,1464321600
519,Rain,27.07,0.3,-33.87,Sydney,151.21,1002.17,17.47,1464325200
520,Rain,27.07,0.33,-33.87,Sydney,151.21,1003.74,15.52,1464328800
521,Sunny,27.07,0.35,-33.87,Sydney,151.21,1003.41,15.4,1464332400
522,Rain,27.07,0.37,-33.87,Sydney,151.21,1004.56,14.81,1464336000
523,Sunny,27.07,0.44,-33.87,Sydney,151.21,1006.72,13.19,1464339600
524,Sunny,27.07,0.42,-33.87,Sydney,151.21,1006.68,13.48,1464343200
525,Sunny,27.07,0.46,-33.87,Sydney,151.21,1007.41,12.84,1464346800
526,Sunny,27.07,0.51,-33.87,Sydney,151.21,1008.56,11.79,1464350400
527,Sunny,27.07,0.52,-33.87,Sydney,151.21,1007.86,11.64,1464354000
528,Rain,27.07,0.82,-33.87,Sydney,151.21,1025.47,12.98,1464876000
529,Sunny,27.07,0.82,-33.87,Sydney,151.21,1024.82,12.62,1464879600
530,Sunny,27.07,0.81,-33.87,Sydney,151.21,1024.88,12.24,1464883200
531,Rain,27.07,0.82,-33.87,Sydney,151.21,1024.71,12.12,1464886800
532,Sunny,27.07,0.84,-33.87,Sydney,151.21,1024.04,12.48,1464890400
533,Sunny,27.07,0.85,-33.87,Sydney,151.21,1024.12,11.56,1464894000
534,Rain,27.07,0.88,-33.87,Sydney,151.21,1024.31,11.37,1464897600
535,Sunny,27.07,0.89,-33.87,Sydney,151.21,1024.38,12.48,1464901200
536,Sunny,27.07,0.82,-33.87,Sydney,151.21,1025.36,12.33,1464904800
537,Rain,27.07,0.77,-33.87,Sydney,151.21,1025.29,13.88,1464908400
538,Sunny,27.07,0.71,-33.87,Sydney,151.21,1025.18,17.2,1464912000
539,Sunny,27.07,0.71,-33.87,Sydney,151.21,1024.63,17.18,1464915600
540,Rain,27.07,0.73,-33.87,Sydney,151.21,1023.68,17.63,1464919200
541,Sunny,27.07,0.74,-33.87,Sydney,151.21,1022.36,17.58,1464922800
542,Sunny,27.07,0.72,-33.87,Sydney,151.21,1022.12,17.99,1464926400
543,Rain,27.07,0.74,-33.87,Sydney,151.21,1021.45,17.89,1464930000
544,Sunny,27.07,0.8,-33.87,Sydney,151.21,1021.02,17.32,1464933600
545,Sunny,27.07,0.8,-33.87,Sydney,151.21,1021.7,16.88,1464937200
546,Rain,27.07,0.78,-33.87,Sydney,151.21,1021.51,16.85,1464940800
547,Sunny,27.07,0.72,-33.87,Sydney,151.21,1021.12,17.3,1464944400
548,Sunny,27.07,0.89,-33.87,Sydney,151.21,1021.34,15.91,1464948000
549,Rain,27.07,0.91,-33.87,Sydney,151.21,1021.08,15.54,1464951600
550,Sunny,27.07,0.94,-33.87,Sydney,151.21,1020.48,15.08,1464955200
551,Sunny,27.07,0.94,-33.87,Sydney,151.21,1020.3,15.41,1464958800
552,Rain,27.07,0.66,-33.87,Sydney,151.21,1011.85,14.61,1465480800
553,Sunny,27.07,0.73,-33.87,Sydney,151.21,1013.28,13.12,1465484400
554,Sunny,27.07,0.68,-33.87,Sydney,151.21,1012.59,13.53,1465488000
555,Sunny,27.07,0.67,-33.87,Sydney,151.21,1012.99,13.71,1465491600
556,Sunny,27.07,0.72,-33.87,Sydney,151.21,1014.46,12.82,1465495200
557,Sunny,27.07,0.72,-33.87,Sydney,151.21,1014.37,12.83,1465498800
558,Rain,27.07,0.74,-33.87,Sydney,151.21,1015.02,12.28,1465502400
559,Sunny,27.07,0.73,-33.87,Sydney,151.21,1016.64,12.78,1465506000
560,Sunny,27.07,0.75,-33.87,Sydney,151.21,1016.91,13.29,1465509600
561,Rain,27.07,0.63,-33.87,Sydney,151.21,1017.69,15.73,1465513200
562,Sunny,27.07,0.54,-33.87,Sydney,151.21,1018.46,17.4,1465516800
563,Sunny,27.07,0.53,-33.87,Sydney,151.21,1017.93,18.18,1465520400
564,Rain,27.07,0.47,-33.87,Sydney,151.21,1017.45,19.06,1465524000
565,Sunny,27.07,0.44,-33.87,Sydney,151.21,1017.7,20.1,1465527600
566,Sunny,27.07,0.43,-33.87,Sydney,151.21,1016.9,20.81,1465531200
567,Rain,27.07,0.42,-33.87,Sydney,151.21,1017.02,20.58,1465534800
568,Sunny,27.07,0.55,-33.87,Sydney,151.21,1018.18,17.28,1465538400
569,Sunny,27.07,0.5,-33.87,Sydney,151.21,1018.39,17.67,1465542000
570,Rain,27.07,0.54,-33.87,Sydney,151.21,1019.43,16.31,1465545600
571,Sunny,27.07,0.56,-33.87,Sydney,151.21,1020.02,16.07,1465549200
572,Sunny,27.07,0.66,-33.87,Sydney,151.21,1020.06,13.53,1465552800
573,Rain,27.07,0.68,-33.87,Sydney,151.21,1020.35,13.12,1465556400
574,Sunny,27.07,0.64,-33.87,Sydney,151.21,1021.14,14.01,1465560000
575,Sunny,27.07,0.72,-33.87,Sydney,151.21,1020.72,12.01,1465563600
576,Rain,27.07,0.75,-33.87,Sydney,151.21,1019.17,11.92,1466085600
577,Sunny,27.07,0.74,-33.87,Sydney,151.21,1018.78,11.25,1466089200
578,Sunny,27.07,0.77,-33.87,Sydney,151.21,1017.94,11.46,1466092800
579,Sunny,27.07,0.79,-33.87,Sydney,151.21,1017.58,10.99,1466096400
580,Sunny,27.07,0.79,-33.87,Sydney,151.21,1017.6,10.48,1466100000
581,Sunny,27.07,0.79,-33.87,Sydney,151.21,1016.91,11.15,1466103600
582,Rain,27.07,0.77,-33.87,Sydney,151.21,1017.32,11.53,1466107200
583,Sunny,27.07,0.7,-33.87,Sydney,151.21,1017.86,12.64,1466110800
584,Sunny,27.07,0.68,-33.87,Sydney,151.21,1017.73,14.25,1466114400
585,Rain,27.07,0.66,-33.87,Sydney,151.21,1017.9,15.06,1466118000
586,Sunny,27.07,0.65,-33.87,Sydney,151.21,1018.48,15.77,1466121600
587,Sunny,27.07,0.69,-33.87,Sydney,151.21,1017.42,15.87,1466125200
588,Rain,27.07,0.67,-33.87,Sydney,151.21,1016.43,17.2,1466128800
589,Sunny,27.07,0.54,-33.87,Sydney,151.21,1015.58,19.68,1466132400
590,Sunny,27.07,0.6,-33.87,Sydney,151.21,1014.62,19.17,1466136000
591,Rain,27.07,0.61,-33.87,Sydney,151.21,1014.59,18.98,1466139600
592,Sunny,27.07,0.59,-33.87,Sydney,151.21,1014.88,19.27,1466143200
593,Sunny,27.07,0.66,-33.87,Sydney,151.21,1015.05,17.91,1466146800
594,Rain,27.07,0.67,-33.87,Sydney,151.21,1015.55,17.78,1466150400
595,Sunny,27.07,0.64,-33.87,Sydney,151.21,1016.44,17.82,1466154000
596,Sunny,27.07,0.67,-33.87,Sydney,151.21,1016.41,17.64,1466157600
597,Rain,27.07,0.67,-33.87,Sydney,151.21,1016.72,17.57,1466161200
598,Sunny,27.07,0.68,-33.87,Sydney,151.21,1017.0,16.83,1466164800
599,Sunny,27.07,0.71,-33.87,Sydney,151.21,1016.53,16.74,1466168400
600,Rain,27.07,0.72,-33.87,Sydney,151.21,1004.49,13.02,1466690400
601,Sunny,27.07,0.76,-33.87,Sydney,151.21,1004.52,12.68,1466694000
602,Sunny,27.07,0.71,-33.87,Sydney,151.21,1003.47,13.23,1466697600
603,Rain,27.07,0.71,-33.87,Sydney,151.21,1003.02,12.56,1466701200
604,Sunny,27.07,0.74,-33.87,Sydney,151.21,1003.42,12.62,1466704800
605,Sunny,27.07,0.67,-33.87,Sydney,151.21,1002.09,12.98,1466708400
606,Rain,27.07,0.63,-33.87,Sydney,151.21,1002.53,12.79,1466712000
607,Sunny,27.07,0.56,-33.87,Sydney,151.21,1003.8,14.07,1466715600
608,Sunny,27.07,0.54,-33.87,Sydney,151.21,1003.35,14.32,1466719200
609,Rain,27.07,0.53,-33.87,Sydney,151.21,1004.23,15.44,1466722800
610,Sunny,27.07,0.68,-33.87,Sydney,151.21,1006.0,13.39,1466726400
611,Sunny,27.07,0.56,-33.87,Sydney,151.21,1004.45,14.2,1466730000
612,Rain,27.07,0.42,-33.87,Sydney,151.21,1003.47,15.51,1466733600
613,Rain,27.07,0.35,-33.87,Sydney,151.21,1004.0,16.19,1466737200
614,Sunny,27.07,0.33,-33.87,Sydney,151.21,1003.21,15.54,1466740800
615,Sunny,27.07,0.35,-33.87,Sydney,151.21,1003.68,14.06,1466744400
616,Rain,27.07,0.47,-33.87,Sydney,151.21,1006.12,11.78,1466748000
617,Sunny,27.07,0.54,-33.87,Sydney,151.21,1006.02,10.57,1466751600
618,Rain,27.07,0.57,-33.87,Sydney,151.21,1007.76,9.71,1466755200
619,Rain,27.07,0.51,-33.87,Sydney,151.21,1009.28,9.48,1466758800
620,Rain,27.07,0.52,-33.87,Sydney,151.21,1008.76,9.72,1466762400
621,Rain,27.07,0.5,-33.87,Sydney,151.21,1010.2,9.71,1466766000
622,Rain,27.07,0.46,-33.87,Sydney,151.21,1012.14,9.38,1466769600
623,Sunny,27.07,0.5,-33.87,Sydney,151.21,1011.42,9.31,1466773200
624,Sunny,27.07,0.59,-33.87,Sydney,151.21,1014.52,10.6,1467295200
625,Rain,27.07,0.57,-33.87,Sydney,151.21,1014.08,11.09,1467298800
626,Sunny,27.07,0.59,-33.87,Sydney,151.21,1013.29,11.63,1467302400
627,Rain,27.07,0.61,-33.87,Sydney,151.21,1013.05,11.07,1467306000
628,Sunny,27.07,0.66,-33.87,Sydney,151.21,1014.96,9.9,1467309600
629,Sunny,27.07,0.66,-33.87,Sydney,151.21,1013.56,9.59,1467313200
630,Rain,27.07,0.71,-33.87,Sydney,151.21,1014.47,8.63,1467316800
631,Sunny,27.07,0.69,-33.87,Sydney,151.21,1015.8,8.41,1467320400
632,Sunny,27.07,0.65,-33.87,Sydney,151.21,1015.76,9.3,1467324000
633,Rain,27.07,0.55,-33.87,Sydney,151.21,1015.95,11.42,1467327600
634,Sunny,27.07,0.47,-33.87,Sydney,151.21,1016.78,13.59,1467331200
635,Sunny,27.07,0.44,-33.87,Sydney,151.21,1016.16,13.78,1467334800
636,Sunny,27.07,0.43,-33.87,Sydney,151.21,1015.92,14.68,1467338400
637,Sunny,27.07,0.38,-33.87,Sydney,151.21,1016.42,15.63,1467342000
638,Sunny,27.07,0.35,-33.87,Sydney,151.21,1016.06,16.23,1467345600
639,Sunny,27.07,0.35,-33.87,Sydney,151.21,1016.45,16.2,1467349200
640,Sunny,27.07,0.41,-33.87,Sydney,151.21,1017.56,14.51,1467352800
641,Sunny,27.07,0.44,-33.87,Sydney,151.21,1017.87,13.86,1467356400
642,Sunny,27.07,0.48,-33.87,Sydney,151.21,1019.26,12.99,1467360000
643,Sunny,27.07,0.56,-33.87,Sydney,151.21,1020.92,10.69,1467363600
644,Sunny,27.07,0.54,-33.87,Sydney,151.21,1021.43,11.44,1467367200
645,Sunny,27.07,0.59,-33.87,Sydney,151.21,1021.71,10.33,1467370800
646,Sunny,27.07,0.67,-33.87,Sydney,151.21,1022.44,8.38,1467374400
647,Sunny,27.07,0.68,-33.87,Sydney,151.21,1022.73,8.89,1467378000
648,Rain,27.07,0.93,-33.87,Sydney,151.21,1019.51,12.57,1467900000
649,Sunny,27.07,0.9,-33.87,Sydney,151.21,1019.32,13.02,1467903600
